# R_Bohr c0_mEh c1_mEh c2_mEh c3_mEh c4_mEh c5_mEh c6_mEh c7_mEh c8_mEh c9_mEh c10_mEh c11_mEh c12_mEh c13_mEh c14_mEh c15_mEh c16_mEh c17_mEh c18_mEh c19_mEh c20_mEh c21_mEh c22_mEh c23_mEh c24_mEh c25_mEh
 1.82765530e+01 -1.19872624e-03  2.68145972e-03 -2.13632265e-03  1.07637312e-03  1.06685399e-03 -1.13032847e-03 -1.43160332e-03 -7.97147812e-04  1.70101411e-04 -1.94399833e-04 -1.11749000e-03 -3.28501291e-03 -2.83571564e-03 -3.94748432e-04  1.38425991e-03 -1.39246470e-03  1.20390210e-03  2.96904766e-03  4.54772101e-04 -1.85378428e-03 -1.77590842e-03  1.14821430e-03  2.28693523e-03 -6.84681719e-04  4.20103840e-03 -7.22682014e-04
 1.83286570e+01 -1.14809557e-03  2.68022805e-03 -2.13365051e-03  1.08489410e-03  1.06354332e-03 -1.14429954e-03 -1.44959948e-03 -8.06614049e-04  1.96818712e-04 -1.89818287e-04 -1.17628900e-03 -3.23908635e-03 -2.83811910e-03 -4.07999894e-04  1.37932309e-03 -1.40048703e-03  1.21145695e-03  2.96860402e-03  4.76841699e-04 -1.82779892e-03 -1.73799050e-03  1.13447466e-03  2.26549068e-03 -6.90434477e-04  4.22874487e-03 -7.23204734e-04
 1.83807620e+01 -1.09852043e-03  2.67924497e-03 -2.14071405e-03  1.09443093e-03  1.05655059e-03 -1.15812092e-03 -1.47361139e-03 -8.21123257e-04  2.24714017e-04 -1.83332202e-04 -1.24079700e-03 -3.19458356e-03 -2.84210122e-03 -4.20715239e-04  1.37582492e-03 -1.41278669e-03  1.21809446e-03  2.96682603e-03  5.01971910e-04 -1.80026628e-03 -1.69777968e-03  1.12076386e-03  2.24414538e-03 -6.95652324e-04  4.25746661e-03 -7.23983726e-04
 1.84328660e+01 -1.05030731e-03  2.67850274e-03 -2.15920534e-03  1.10499247e-03  1.04526324e-03 -1.17174069e-03 -1.50449159e-03 -8.41555849e-04  2.53782615e-04 -1.74795660e-04 -1.31147824e-03 -3.15208241e-03 -2.84787819e-03 -4.32735484e-04  1.37413087e-03 -1.42999626e-03  1.22386197e-03  2.96361109e-03  5.30457077e-04 -1.77095687e-03 -1.65530478e-03  1.10716504e-03  2.22315348e-03 -7.00140040e-04  4.28705794e-03 -7.25153945e-04
 1.84849700e+01 -1.00380961e-03  2.67799089e-03 -2.19099851e-03  1.11658008e-03  1.02900263e-03 -1.18510494e-03 -1.54318141e-03 -8.68882699e-04  2.84018551e-04 -1.64053572e-04 -1.38884442e-03 -3.11221586e-03 -2.85569089e-03 -4.43890874e-04  1.37464410e-03 -1.45280766e-03  1.22882007e-03  2.95884458e-03  5.62619702e-04 -1.73961426e-03 -1.61059644e-03  1.09377184e-03  2.20280092e-03 -7.03684715e-04  4.31735293e-03 -7.26863354e-04
 1.85370740e+01 -9.59435505e-04  2.67769579e-03 -2.23816475e-03  1.12918538e-03  1.00701817e-03 -1.19815716e-03 -1.59071781e-03 -9.04171205e-04  3.15412736e-04 -1.50942318e-04 -1.47345393e-03 -3.07567980e-03 -2.86580781e-03 -4.53999102e-04  1.37780929e-03 -1.48197490e-03  1.23304320e-03  2.95239923e-03  5.98809736e-04 -1.70595548e-03 -1.56368966e-03  1.08068980e-03  2.18341001e-03 -7.06053569e-04  4.34816079e-03 -7.29274346e-04
 1.85891780e+01 -9.17651346e-04  2.67759995e-03 -2.30298934e-03  1.14278858e-03  9.78480314e-04 -1.21083918e-03 -1.64824344e-03 -9.48593127e-04  3.47953826e-04 -1.35290094e-04 -1.56591741e-03 -3.04323684e-03 -2.87852885e-03 -4.62864728e-04  1.38411649e-03 -1.51831781e-03  1.23662124e-03  2.94413439e-03  6.39405989e-04 -1.66966867e-03 -1.51462240e-03  1.06803644e-03  2.16534226e-03 -7.06992041e-04  4.37926364e-03 -7.32565437e-04
 1.86412830e+01 -8.78985831e-04  2.67768134e-03 -2.38799220e-03  1.15735641e-03  9.42471858e-04 -1.22309224e-03 -1.71701898e-03 -1.00343400e-03  3.81629360e-04 -1.16917334e-04 -1.66690462e-03 -3.01572083e-03 -2.89418996e-03 -4.70278403e-04  1.39410576e-03 -1.56272661e-03  1.23966112e-03  2.93389506e-03  6.84817741e-04 -1.63041045e-03 -1.46343372e-03  1.05594118e-03  2.14900172e-03 -7.06221440e-04  4.41041389e-03 -7.36933293e-04
 1.86933870e+01 -8.44038348e-04  2.67791248e-03 -2.49594168e-03  1.17283823e-03  8.97981950e-04 -1.23485722e-03 -1.79842987e-03 -1.07009770e-03  4.16423816e-04 -9.56393908e-05 -1.77714180e-03 -2.99404435e-03 -2.91316708e-03 -4.76015375e-04  1.40837138e-03 -1.61616183e-03  1.24228851e-03  2.92151215e-03  7.35481528e-04 -1.58780709e-03 -1.41016665e-03  1.04454622e-03  2.13484017e-03 -7.03436372e-04  4.44132807e-03 -7.42594601e-04
 1.87454910e+01 -8.13480583e-04  2.67825937e-03 -2.62988748e-03  1.18916431e-03  8.43891846e-04 -1.24607744e-03 -1.89400821e-03 -1.15012247e-03  4.52323349e-04 -7.12661504e-05 -1.89742914e-03 -2.97920124e-03 -2.93588392e-03 -4.79835327e-04  1.42756876e-03 -1.67966279e-03  1.24465037e-03  2.90680075e-03  7.91866306e-04 -1.54144807e-03 -1.35486082e-03  1.03400501e-03  2.12335975e-03 -6.98301575e-04  4.47168613e-03 -7.49789124e-04
 1.87975950e+01 -7.88066408e-04  2.67868027e-03 -2.79318038e-03  1.20624055e-03  7.78965979e-04 -1.25669954e-03 -2.00544362e-03 -1.24518769e-03  4.89314333e-04 -4.36057276e-05 -2.02863966e-03 -2.97227522e-03 -2.96281800e-03 -4.81480674e-04  1.45242027e-03 -1.75434766e-03  1.24691724e-03  2.88956041e-03  8.54469527e-04 -1.49088706e-03 -1.29755453e-03  1.02448267e-03  2.11511928e-03 -6.90448378e-04  4.50112398e-03 -7.58782365e-04
 1.88496990e+01 -7.68638817e-04  2.67912418e-03 -2.98950273e-03  1.22394384e-03  7.01838179e-04 -1.26667590e-03 -2.13460262e-03 -1.35712663e-03  5.27385390e-04 -1.24672014e-05 -2.17172825e-03 -2.97444611e-03 -2.99450923e-03 -4.80675547e-04  1.48372292e-03 -1.84141734e-03  1.24928631e-03  2.86957467e-03  9.23816820e-04 -1.43563921e-03 -1.23828160e-03  1.01615503e-03  2.11073954e-03 -6.79470573e-04  4.52922821e-03 -7.69869058e-04
